//logi 2+, 3+, 4+, 5+
//Difficulty==2 (solved count = 176, percent = 100.0) (maxDepth == 5)
"o10670"                                                                                                  0.338s 100.00%
"o06905"                                                                                                  0.342s 100.00%
"o09109"                                                                                                  0.344s 100.00%
"o10424"                                                                                                  0.345s 100.00%
"o07395"                                                                                                  0.355s 100.00%
"o10650"                                                                                                  0.358s 100.00%
"o07512"                                                                                                  0.362s 100.00%
"o11012"                                                                                                  0.374s 100.00%
"o10967"                                                                                                  0.394s 100.00%
"o07564"                                                                                                  0.395s 100.00%
"o07589"                                                                                                  0.396s 100.00%
"o08362"                                                                                                  0.398s 100.00%
"o07392"                                                                                                  0.402s 100.00%
"o07551"                                                                                                  0.402s 100.00%
"o10466"                                                                                                  0.411s 100.00%
"o07710"                                                                                                  0.413s 100.00%
"o06902"                                                                                                  0.436s 100.00%
"o07005"                                                                                                  0.449s 100.00%
"o07470"                                                                                                  0.453s 100.00%
"o06864"                                                                                                  0.456s 100.00%
"o07503"                                                                                                  0.479s 100.00%
"o11547"                                                                                                  0.482s 100.00%
"o07307"                                                                                                  0.485s 100.00%
"o11496"                                                                                                  0.489s 100.00%
"o07465"                                                                                                  0.497s 100.00%
"o11428"                                                                                                  0.498s 100.00%
"o07484"                                                                                                  0.502s 100.00%
"o08464"                                                                                                  0.519s 100.00%
"o12304"                                                                                                  0.538s 100.00%
"o11512"                                                                                                  0.539s  12.22%
"o07706"                                                                                                  0.543s 100.00%
"o09566"                                                                                                  0.558s 100.00%
"o07426"                                                                                                  0.558s 100.00%
"o07440"                                                                                                  0.571s 100.00%
"o09825"                                                                                                  0.580s 100.00%
"o08484"                                                                                                  0.583s 100.00%
"o09844"                                                                                                  0.587s 100.00%
"o09225"                                                                                                  0.593s 100.00%
"o11531"                                                                                                  0.598s 100.00%
"o07977"                                                                                                  0.599s 100.00%
"o10666"                                                                                                  0.606s 100.00%
"o08272"                                                                                                  0.610s 100.00%
"o08347"                                                                                                  0.613s 100.00%
"o10621"                                                                                                  0.624s 100.00%
"o12262"                                                                                                  0.625s 100.00%
"o06967"                                                                                                  0.631s 100.00%
"o10372"                                                                                                  0.631s 100.00%
"o07444"                                                                                                  0.636s 100.00%
"o08494"                                                                                                  0.644s 100.00%
"o11834"                                                                                                  0.645s 100.00%
"o09135"                                                                                                  0.653s 100.00%
"o10713"                                                                                                  0.656s 100.00%
"o07031"                                                                                                  0.659s 100.00% /recDepth=1
"o10662"                                                                                                  0.663s 100.00%
"o07582"                                                                                                  0.664s 100.00%
"o06998"                                                                                                  0.665s 100.00%
"o07704"                                                                                                  0.665s 100.00%
"o08499"                                                                                                  0.667s 100.00%
"o06837"                                                                                                  0.668s 100.00%
"o08176"                                                                                                  0.669s 100.00%
"o11486"                                                                                                  0.671s 100.00%
"o09993"                                                                                                  0.673s 100.00%
"o11618"                                                                                                  0.674s 100.00%
"o08080"                                                                                                  0.676s 100.00%
"o10529"                                                                                                  0.680s 100.00%
"o07638"                                                                                                  0.681s 100.00%
"o08067"                                                                                                  0.681s 100.00%
"o11182"                                                                                                  0.682s 100.00%
"o08009"                                                                                                  0.700s 100.00%
"o09137"                                                                                                  0.700s 100.00%
"o10036"                                                                                                  0.706s 100.00%
"o10630"                                                                                                  0.707s 100.00%
"o10614"                                                                                                  0.720s 100.00%
"o10330"                                                                                                  0.724s 100.00%
"o06900"                                                                                                  0.728s 100.00%
"o08084"                                                                                                  0.728s 100.00%
"o07492"                                                                                                  0.729s 100.00%
"o10461"                                                                                                  0.729s 100.00%
"o11433"                                                                                                  0.735s 100.00%
"o07456"                                                                                                  0.740s 100.00% /recDepth = 1
"o07627"                                                                                                  0.748s 100.00%
"o10487"                                                                                                  0.748s 100.00%
"o08688"                                                                                                  0.753s 100.00%
"o10609"                                                                                                  0.756s 100.00%
"o12227"                                                                                                  0.761s 100.00%
"o06909"                                                                                                  0.764s 100.00%
"o07260"                                                                                                  0.765s 100.00%
"o10467"                                                                                                  0.765s 100.00%
"o07507"                                                                                                  0.786s 100.00%
"o07639"                                                                                                  0.793s 100.00%
"o07788"                                                                                                  0.802s 100.00%
"o07389"                                                                                                  0.803s 100.00%
"o07420"                                                                                                  0.810s 100.00%
"o11841"                                                                                                  0.819s 100.00%
"o11180"                                                                                                  0.823s 100.00%
"o10285"                                                                                                  0.829s 100.00%
"o10829"                                                                                                  0.831s 100.00%
"o10654"                                                                                                  0.843s 100.00%
"o10987"                                                                                                  0.843s 100.00%
"o10303"                                                                                                  0.860s 100.00%
"o11526"                                                                                                  0.863s 100.00%
"o06990"                                                                                                  0.865s 100.00%
"o10591"                                                                                                  0.868s 100.00%
"o08820"                                                                                                  0.869s 100.00%
"o12249"                                                                                                  0.873s 100.00%
"o10056"                                                                                                  0.876s 100.00%
"o11694"                                                                                                  0.879s 100.00%
"o07323"                                                                                                  0.880s 100.00%
"o10548"                                                                                                  0.880s 100.00%
"o11991"                                                                                                  0.884s 100.00%
"o07807"                                                                                                  0.890s 100.00%
"o08087"                                                                                                  0.895s 100.00%
"o11822"                                                                                                  0.899s 100.00%
"o07919"                                                                                                  0.901s 100.00%
"o07788"                                                                                                  0.904s 100.00%
"o08621"                                                                                                  0.904s 100.00%
"o10830"                                                                                                  0.911s 100.00%
"o05349"                                                                                                  0.912s 100.00%
"o10611"                                                                                                  0.912s 100.00%
"o07278"                                                                                                  0.915s 100.00%
"o09604"                                                                                                  0.919s 100.00%
"o08354"                                                                                                  0.921s 100.00%
"o08483"                                                                                                  0.926s 100.00%
"o08696"                                                                                                  0.929s 100.00%
"o07818"                                                                                                  0.933s 100.00%
"o10274"                                                                                                  0.937s 100.00%
"o07511"                                                                                                  0.941s 100.00%
"o10391"                                                                                                  0.942s 100.00%
"o07862"                                                                                                  0.945s 100.00%
"o07450"                                                                                                  0.948s 100.00%
"o08472"                                                                                                  0.950s 100.00%
"o10606"                                                                                                  0.950s 100.00%
"o08449"                                                                                                  0.952s 100.00%
"o06376"                                                                                                  0.954s 100.00%
"o08305"                                                                                                  0.962s 100.00%
"o08513"                                                                                                  0.966s 100.00%
"o08344"                                                                                                  0.967s 100.00%
"o07397"                                                                                                  0.972s 100.00%
"o10386"                                                                                                  0.972s 100.00%
"o10568"                                                                                                  0.974s 100.00%
"o08316"                                                                                                  0.975s 100.00%
"o11845"                                                                                                  0.982s 100.00%
"o10481"                                                                                                  0.983s 100.00%
"o10607"                                                                                                  0.984s 100.00%
"o10599"                                                                                                  0.996s 100.00%
"o07636"                                                                                                  0.999s 100.00%
"o10337"                                                                                                  1.004s 100.00%
"o07445"                                                                                                  1.005s 100.00%
"o10832"                                                                                                  1.005s 100.00%
"o10176"                                                                                                  1.007s 100.00%
"o07326"                                                                                                  1.011s 100.00%
"o10431"                                                                                                  1.016s 100.00%
"o09617"                                                                                                  1.021s 100.00%
"o11464"                                                                                                  1.021s 100.00%
"o10554"                                                                                                  1.026s 100.00%
"o11201"                                                                                                  1.031s 100.00%
"o07042"                                                                                                  1.037s 100.00%
"o07500"                                                                                                  1.037s 100.00%
"o08433"                                                                                                  1.049s 100.00%
"o08395"                                                                                                  1.050s 100.00%
"o11530"                                                                                                  1.069s 100.00%
"o11493"                                                                                                  1.071s 100.00%
"o11599"                                                                                                  1.079s 100.00%
"o11604"                                                                                                  1.088s 100.00%
"o10166"                                                                                                  1.092s 100.00%
"o11613"                                                                                                  1.093s 100.00%
"o10687"                                                                                                  1.109s 100.00%
"o10694"                                                                                                  1.114s 100.00%
"o12356"                                                                                                  1.119s 100.00%
"o07537"                                                                                                  1.125s 100.00%
"o07498"                                                                                                  1.126s 100.00%
"o10451"                                                                                                  1.134s 100.00%
"o06929"                                                                                                  1.149s 100.00%
"o10421"                                                                                                  1.155s 100.00%
"o10543"                                                                                                  1.155s 100.00%
"o10610"                                                                                                  1.163s 100.00%
"o08055"                                                                                                  1.165s 100.00%
"o07443"                                                                                                  1.166s 100.00%
"o11440"                                                                                                  1.187s 100.00%
"o06921"                                                                                                  1.201s 100.00%
"o07453"                                                                                                  1.204s 100.00%
"o11615"                                                                                                  1.206s 100.00%
"o06400"                                                                                                  1.213s 100.00%
"o11552"                                                                                                  1.221s 100.00%
"o11156"                                                                                                  1.231s 100.00%
"o07827"                                                                                                  1.246s 100.00%
"o10092"                                                                                                  1.247s 100.00%
"o09883"                                                                                                  1.258s 100.00%
"o06275"                                                                                                  1.261s 100.00%
"o10957"                                                                                                  1.280s 100.00%
"o10719"                                                                                                  1.281s 100.00%
"o11174"                                                                                                  1.289s 100.00%
"o10363"                                                                                                  1.291s 100.00%
"o10655"                                                                                                  1.293s 100.00%
"o07329"                                                                                                  1.314s 100.00%
"o07576"                                                                                                  1.347s 100.00%
"o10550"                                                                                                  1.347s 100.00%
"o06971"                                                                                                  1.357s 100.00%
"o11621"                                                                                                  1.369s 100.00%
"o09393"                                                                                                  1.374s 100.00%
"o07259"                                                                                                  1.381s 100.00%
"o10046"                                                                                                  1.381s 100.00%
"o10332"                                                                                                  1.407s 100.00%
"o07458"                                                                                                  1.417s 100.00%
"o10462"                                                                                                  1.425s 100.00%
"o11554"                                                                                                  1.431s 100.00%
"o09998"                                                                                                  1.441s 100.00%
"o11958"                                                                                                  1.458s 100.00%
"o11687"                                                                                                  1.468s 100.00%
"o09309"                                                                                                  1.473s 100.00%
"o11484"                                                                                                  1.475s 100.00%
"o07969"                                                                                                  1.493s 100.00%
"o08343"                                                                                                  1.505s 100.00%
"o06657"                                                                                                  1.511s 100.00%
"o12456"                                                                                                  1.516s 100.00%
"o10394"                                                                                                  1.534s 100.00%
"o07530"                                                                                                  1.548s 100.00%
"o03642"                                                                                                  1.560s 100.00%
"o12231"                                                                                                  1.565s 100.00%
"o08178"                                                                                                  1.614s   8.38%
"o07711"                                                                                                  1.619s 100.00%
"o11446"                                                                                                  1.631s 100.00%
"o08689"                                                                                                  1.669s 100.00%
"o10329"                                                                                                  1.695s 100.00%
"o08041"                                                                                                  1.703s 100.00%
"o07282"                                                                                                  1.705s 100.00%
"o07293"                                                                                                  1.706s 100.00%
"o11985"                                                                                                  1.720s 100.00%
"o06741"                                                                                                  1.722s 100.00%
"o08030"                                                                                                  1.732s 100.00%
"o11611"                                                                                                  1.750s 100.00%
"o07713"                                                                                                  1.757s 100.00%
"o08062"                                                                                                  1.765s 100.00%
"o07136"                                                                                                  1.774s 100.00%
"o08427"                                                                                                  1.775s 100.00%
"o07253"                                                                                                  1.784s 100.00%
"o08337"                                                                                                  1.784s 100.00%
"o10657"                                                                                                  1.839s 100.00%
"o10857"                                                                                                  1.861s 100.00%
"o10488"                                                                                                  1.903s 100.00%
"o07650"                                                                                                  1.904s 100.00%
"o08029"                                                                                                  1.910s 100.00%
"o08175"                                                                                                  1.922s 100.00%
"o07521"                                                                                                  1.974s 100.00%
"o10471"                                                                                                  1.979s 100.00%
"o09881"                                                                                                  2.012s 100.00%
"o10365"                                                                                                  2.069s 100.00%
"o07211"                                                                                                  2.114s 100.00%
"o08237"                                                                                                  2.193s 100.00%
"o11995"                                                                                                  2.231s 100.00%
"o10385"                                                                                                  2.283s 100.00%
"o07448"                                                                                                  2.380s 100.00%
"o10947"                                                                                                  2.391s 100.00%
"o07593"                                                                                                  2.406s 100.00%
"o07516"                                                                                                  2.411s 100.00%
"o12276"                                                                                                  2.489s 100.00%
"o07446"                                                                                                  2.610s 100.00%
"o10940"                                                                                                  2.632s 100.00%
"o07275"                                                                                                  2.802s 100.00%
"o11799"                                                                                                  3.135s 100.00%
"o07509"                                                                                                  3.195s 100.00%
"o10116"                                                                                                  3.475s 100.00%
"o10383"                                                                                                  3.560s 100.00%
"o10100"                                                                                                  4.204s 100.00%
"o07403"                                                                                                  4.238s 100.00%
"o07945"                                                                                                  4.468s 100.00%
"o07848"                                                                                                  4.564s 100.00%
"o08192"                                                                                                  4.751s 100.00%
"o09824"                                                                                                  4.939s 100.00%
"o08142"                                                                                                  5.030s 100.00%
"o07988"                                                                                                  5.294s 100.00%
"o10204"                                                                                                  6.510s 100.00%
"o10432"                                                                                                  6.615s 100.00%
"o12226"                                                                                                  7.095s 100.00%
"o11494"                                                                                                  7.878s 100.00%
"o12332"                                                                                                  8.465s 100.00%
"o10326"                                                                                                  9.896s 100.00%
"o10378"                                                                                                 10.043s 100.00%
"o11153"                                                                                                 10.297s 100.00%
"o07406"                                                                                                 10.374s 100.00%
"o08197"                                                                                                 10.709s 100.00%
"o08748"                                                                                                 10.771s 100.00%
"o08050"                                                                                                 10.967s 100.00%
"o12099"                                                                                                 11.447s 100.00%
"o10991"                                                                                                 11.931s 100.00%
"o07160"                                                                                                 12.261s 100.00%
"o07423"                                                                                                 12.483s 100.00%
"o11192"                                                                                                 12.627s 100.00%
"o08686"                                                                                                 12.700s 100.00%
"o10656"                                                                                                 12.716s 100.00%
"o11460"                                                                                                 12.808s 100.00%
"o08205"                                                                                                 12.836s 100.00%
"o10038"                                                                                                 12.886s 100.00%
"o11596"                                                                                                 12.970s 100.00%
"o10070"                                                                                                 13.120s 100.00%
"o11463"                                                                                                 13.794s 100.00%
"o10658"                                                                                                 13.804s 100.00%
"o07394"                                                                                                 14.181s 100.00%
"o07433"                                                                                                 14.285s 100.00%
"o08180"                                                                                                 14.446s 100.00%
"o08346"                                                                                                 14.519s 100.00%
"o07949"                                                                                                 14.880s 100.00%
"o07833"                                                                                                 15.101s 100.00%
"o08168"                                                                                                 15.189s 100.00%
"o10545"                                                                                                 15.256s 100.00%
"o07495"                                                                                                 15.275s 100.00%
"o08360"                                                                                                 15.378s 100.00%
"o07543"                                                                                                 16.407s 100.00%
"o10068"                                                                                                 16.589s 100.00%
"o09468"                                                                                                 16.875s 100.00%
"o07504"                                                                                                 17.063s 100.00%
"o10083"                                                                                                 17.269s 100.00%
"o07399"                                                                                                 17.283s 100.00%
"o07276"                                                                                                 17.353s 100.00%
"o06552"                                                                                                 17.372s 100.00%
"o07499"                                                                                                 17.500s 100.00%
"o08307"                                                                                                 17.728s 100.00%
"o08530"                                                                                                 17.818s 100.00%
"o10117"                                                                                                 18.276s 100.00%
"o06608"                                                                                                 18.299s 100.00%
"o07478"                                                                                                 18.735s 100.00%
"o03097"                                                                                                 20.482s 100.00%
"o07333"                                                                                                 20.511s 100.00%
"o11681"                                                                                                 20.515s 100.00%
"o07843"                                                                                                 21.259s 100.00%
"o07841"                                                                                                 21.350s 100.00%
"o10677"                                                                                                 21.873s 100.00%
"o10851"                                                                                                 22.026s 100.00%
"o08421"                                                                                                 22.233s 100.00%
"o06378"                                                                                                 23.306s 100.00%
"o08493"                                                                                                 24.592s 100.00%
"o07810"                                                                                                 24.792s 100.00%
"o08747"                                                                                                 24.919s 100.00%
"o12014"                                                                                                 25.350s 100.00%
"o10170"                                                                                                 25.363s 100.00%
"o03300"                                                                                                 25.365s 100.00%
"o04026"                                                                                                 25.666s 100.00%
"o10105"                                                                                                 26.042s 100.00%
"o07976"                                                                                                 26.162s 100.00%
"o07430"                                                                                                 26.566s 100.00%
"o10922"                                                                                                 27.845s 100.00%
"o07522"                                                                                                 27.911s 100.00%
"o07712"                                                                                                 29.155s 100.00%
"o07280"                                                                                                 30.159s 100.00%
"o09090"                                                                                                 31.112s 100.00%
"o07402"                                                                                                 31.301s 100.00%
"o07536"                                                                                                 31.956s 100.00%
"o07626"                                                                                                 32.620s 100.00%
"o08185"                                                                                                 32.930s 100.00%
"o10114"                                                                                                 33.278s 100.00%
"o07525"                                                                                                 33.999s 100.00%
"o10489"                                                                                                 34.028s 100.00%
"o07865"                                                                                                 34.048s 100.00%
"o11427"                                                                                                 35.164s 100.00%
"o10589"                                                                                                 36.997s 100.00%
"o10573"                                                                                                 37.060s 100.00%
"o07501"                                                                                                 37.555s 100.00%
"o10191"                                                                                                 39.960s 100.00%
"o11435"                                                                                                 40.219s 100.00%
"o03656"                                                                                                 40.722s 100.00%
"o10331"                                                                                                 44.210s 100.00%
"o08132"                                                                                                 45.570s 100.00%
"o08547"                                                                                                 48.774s 100.00%
"o09543"                                                                                                 49.069s 100.00%
"o07555"                                                                                                 50.352s 100.00%
"o07978"                                                                                                 50.669s 100.00%
"o09940"                                                                                                 53.922s 100.00%
"o07477"                                                                                                 57.686s 100.00%
"o11601"                                                                                                 58.480s 100.00%
"o11142"                                                                                                 58.897s 100.00%
"o07814"                                                                                                 59.303s 100.00%
"o10096"                                                                                                 67.302s 100.00%
